"AÑO;CATEGORÍA;PELÍCULA;GANÓ;ESTUDIO;STREAMING"
"2025;MEJOR ACTRIZ DE REPARTO;Isabella Rossellini;"" Conclave;NO;Focus Features"";"
"2025;MEJOR ACTRIZ DE REPARTO;Zoe Saldaña;"" Emilia Pérez;SI;Netflix"";"
"2025;MEJOR DIRECTOR;Sean Baker;"" Anora;SI;NEON"";"
"2025;MEJOR DIRECTOR;Brady Corbet;"" The Brutalist;NO;A24"";"
"2025;MEJOR DIRECTOR;James Mangold;"" A Complete Unknown;NO;Searchlight Pictures"";"
"2025;MEJOR DIRECTOR;Jacques Audiard;"" Emilia Pérez;NO;Netflix"";"
"2025;MEJOR DIRECTOR;Coralie Fargeat;"" The Substance;NO;MUBI"";"
"2025;MEJOR FOTOGRAFÍA;The Brutalist;SI;A24;;"
"2025;MEJOR FOTOGRAFÍA;Dune: Part Two;NO;Warner Bros. Pictures;;"
"2025;MEJOR FOTOGRAFÍA;Emilia Pérez;NO;Netflix;;"
"2025;MEJOR FOTOGRAFÍA;Maria;NO;Diamond Films;;"
"2025;MEJOR FOTOGRAFÍA;Nosferatu;NO;Prana-Film GmbH;;"
"2025;MEJOR LARGOMETRAJE INTERNACIONAL;I’m Still Here;SI;MUBI;;"
"2025;MEJOR LARGOMETRAJE INTERNACIONAL;The Girl with the Needle;NO;MUBI;;"
"2025;MEJOR LARGOMETRAJE INTERNACIONAL;Emilia Pérez;NO;Netflix;;"
"2025;MEJOR LARGOMETRAJE INTERNACIONAL;The Seed of the Sacred Fig;NO;Pyramide Distribution;;"
"2025;MEJOR LARGOMETRAJE INTERNACIONAL;Flow;NO;Dream Well Studio;;"
"2025;MEJOR GUION ADAPTADO;A Complete Unknown;NO;Searchlight Pictures;;"
"2025;MEJOR GUION ADAPTADO;Conclave;SI;Focus Features;;"
"2025;MEJOR GUION ADAPTADO;Emilia Pérez;NO;Netflix;;"
"2025;MEJOR GUION ADAPTADO;Nickel Boys;NO;Amazon;;"
"2025;MEJOR GUION ADAPTADO;Sing Sing;NO;A24;;"
"2025;MEJOR GUION ORIGINAL;Anora;SI;NEON;;"
"2025;MEJOR GUION ORIGINAL;The Brutalist;NO;A24;;"
"2025;MEJOR GUION ORIGINAL;A Real Pain;NO;Searchlight Pictures;;"
"2025;MEJOR GUION ORIGINAL;September 5;NO;Paramount Pictures;;"
"2025;MEJOR GUION ORIGINAL;The Substance;NO;MUBI;;"
"2025;MEJOR CORTOMETRAJE DE ACCIÓN REAL;Alien;NO;20th Century Studios;;"
"2025;MEJOR CORTOMETRAJE DE ACCIÓN REAL;Anuja;NO;Netflix;;"
"2025;MEJOR CORTOMETRAJE DE ACCIÓN REAL;I’m Not a Robot;SI;Victoria Warmerdam Films;;"
"2025;MEJOR CORTOMETRAJE DE ACCIÓN REAL;The Last Ranger;NO;Redwood Films;;"
"2025;MEJOR CORTOMETRAJE DE ACCIÓN REAL;A Man Who Would Not Remain Silent;NO;Silent Echo Productions;;"
"2025;MEJOR CORTOMETRAJE DE ANIMACIÓN;Beautiful Men;NO;Luminous Films;;"
"2025;MEJOR CORTOMETRAJE DE ANIMACIÓN;In the Shadow of the Cypress;SI;Barfak Animation Studio;;"
"2025;MEJOR CORTOMETRAJE DE ANIMACIÓN;Magic Candies;NO;Sweet Tooth Studios;;"
"2025;MEJOR CORTOMETRAJE DE ANIMACIÓN;Wander to Wonder;NO;Dreamscape Animations;;"
"2025;MEJOR CORTOMETRAJE DE ANIMACIÓN;Yuck!;NO;Gooey Films;;"
"2025;MEJOR LARGOMETRAJE DE ANIMACIÓN;Flow;SI;Dream Well Studio;;"
"2025;MEJOR LARGOMETRAJE DE ANIMACIÓN;Inside Out 2;NO;Walt Disney Studios Motion Pictures;;"
"2025;MEJOR LARGOMETRAJE DE ANIMACIÓN;Memoir of a Snail;NO;Madman Entertainment;;"
"2025;MEJOR LARGOMETRAJE DE ANIMACIÓN;Wallace & Gromit: Vengeance Most Fowl;NO;Netflix;;"
"2025;MEJOR LARGOMETRAJE DE ANIMACIÓN;The Wild Robot;NO;Universal Pictures;;"
"2025;MEJOR CORTOMETRAJE DOCUMENTAL;Death By Numbers;NO;Cineplex Entertainment;;"
"2025;MEJOR CORTOMETRAJE DOCUMENTAL;I Am Ready;"" Warden;NO;Echo Films"";"
"2025;MEJOR CORTOMETRAJE DOCUMENTAL;Incident;NO;Crisis Films;;"
"2025;MEJOR CORTOMETRAJE DOCUMENTAL;Instruments of a Beating Heart;NO;Melody Productions;;"
"2025;MEJOR CORTOMETRAJE DOCUMENTAL;The Only Girl in the Orchestra;SI;Netflix;;"
"2025;MEJOR LARGOMETRAJE DOCUMENTAL;Black Box Diaries;NO;Paramount+;;"
"2025;MEJOR LARGOMETRAJE DOCUMENTAL;No Other Land;SI;Dogwoof;;"
"2025;MEJOR LARGOMETRAJE DOCUMENTAL;Porcelain War;NO;Picturehouse;;"
"2025;MEJOR LARGOMETRAJE DOCUMENTAL;Soundtrack to a Coup d’Etat;NO;Kino Lorber;;"
"2025;MEJOR LARGOMETRAJE DOCUMENTAL;Sugarcane;NO;National Geographic;;"
"2025;MEJOR CANCIÓN ORIGINAL;El Mal;"" de Emilia Pérez;SI;Netflix"";"
"2025;MEJOR CANCIÓN ORIGINAL;The Journey;"" de The Six Triple Eight;NO;Universal Pictures"";"
"2025;MEJOR CANCIÓN ORIGINAL;Like a Bird;"" de Sing Sing;NO;A24"";"
"2025;MEJOR CANCIÓN ORIGINAL;Mi Camino;"" de Emilia Pérez;NO;Netflix"";"
"2025;MEJOR CANCIÓN ORIGINAL;Never Too Late;"" de Elton John: Never Too Late;NO;Universal Pictures"";"
"2025;MEJOR BANDA SONORA ORIGINAL;The Brutalist;SI;A24;;"
"2025;MEJOR BANDA SONORA ORIGINAL;Conclave;NO;Focus Features;;"
"2025;MEJOR BANDA SONORA ORIGINAL;Emilia Pérez;NO;Netflix;;"
"2025;MEJOR BANDA SONORA ORIGINAL;Wicked;NO;Universal Pictures;;"
"2025;MEJOR BANDA SONORA ORIGINAL;The Wild Robot;NO;Universal Pictures;;"
"2025;MEJOR MAQUILLAJE Y PELOQUERÍA;A Different Man;NO;A24;;"
"2025;MEJOR MAQUILLAJE Y PELOQUERÍA;Emilia Pérez;NO;Netflix;;"
"2025;MEJOR MAQUILLAJE Y PELOQUERÍA;Nosferatu;NO;Prana-Film GmbH;;"
"2025;MEJOR MAQUILLAJE Y PELOQUERÍA;The Substance;SI;MUBI;;"
"2025;MEJOR MAQUILLAJE Y PELOQUERÍA;Wicked;NO;Universal Pictures;;"
"2025;MEJOR DISEÑO DE VESTUARIO;A Complete Unknown;NO;Searchlight Pictures;;"
"2025;MEJOR DISEÑO DE VESTUARIO;Conclave;NO;Focus Features;;"
"2025;MEJOR DISEÑO DE VESTUARIO;Gladiator II;NO;Paramount Pictures;;"
"2025;MEJOR DISEÑO DE VESTUARIO;Nosferatu;NO;Prana-Film GmbH;;"
"2025;MEJOR DISEÑO DE VESTUARIO;Wicked;SI;Universal Pictures;;"
"2025;MEJOR EDICIÓN;Anora;SI;NEON;;"
"2025;MEJOR EDICIÓN;The Brutalist;NO;A24;;"
"2025;MEJOR EDICIÓN;Conclave;NO;Focus Features;;"
"2025;MEJOR EDICIÓN;Emilia Pérez;NO;Netflix;;"
"2025;MEJOR EDICIÓN;Wicked;NO;Universal Pictures;;"
"2025;MEJOR SONIDO;A Complete Unknown;NO;Searchlight Pictures;;"
"2025;MEJOR SONIDO;Dune: Part Two;SI;Warner Bros. Pictures;;"
"2025;MEJOR SONIDO;Emilia Pérez;NO;Netflix;;"
"2025;MEJOR SONIDO;Wicked;NO;Universal Pictures;;"
"2025;MEJOR SONIDO;The Wild Robot;NO;Universal Pictures;;"
"2025;MEJOR DISEÑO DE PRODUCCIÓN;The Brutalist;NO;A24;;"
"2025;MEJOR DISEÑO DE PRODUCCIÓN;Conclave;NO;Focus Features;;"
"2025;MEJOR DISEÑO DE PRODUCCIÓN;Dune: Part Two;NO;Warner Bros. Pictures;;"
"2025;MEJOR DISEÑO DE PRODUCCIÓN;Nosferatu;NO;Prana-Film GmbH;;"
"2025;MEJOR DISEÑO DE PRODUCCIÓN;Wicked;SI;Universal Pictures;;"
"2025;MEJORES EFECTOS VISUALES;Alien: Romulus;NO;Universal Pictures;;"
"2025;MEJORES EFECTOS VISUALES;Better Man;NO;Paramount Pictures;;"
"2025;MEJORES EFECTOS VISUALES;Dune: Part Two;SI;Warner Bros. Pictures;;"
"2025;MEJORES EFECTOS VISUALES;Kingdom of the Planet of the Apes;NO;20th Century Studios;;"
"2025;MEJORES EFECTOS VISUALES;Wicked;NO;Universal Pictures;;"
